original_affiliation,new_affiliation,move_to_other_affiliation?
Departments of Neurology; Neurosurgery; Pharmacology; Radiology; and Kinesiology; and Hershey Brain Analysis Research Laboratory for Neurodegenerative Disorders; Penn State Milton S. Hershey Medical Center; Hershey PA,n/a,True
"Division of Epidemiology and Community Health; School of Public Health, University of Minnesota; Minneapolis MN",n/a,True
Division of Geriatric Medicine; University of Mississippi Medical Center; Jackson MS,n/a,True
"Epidemiology Branch; National Institute of Environmental Health Sciences, Research Triangle Park; NC",n/a,True
Center for Women's Health Research; University of North Carolina at Chapel Hill; Chapel Hill North Carolina,Center for Women's Health Research,False
Children's Eating Laboratory; Department of Pediatrics; Section of Nutrition; University of Colorado Anschutz Medical Campus; Aurora Colorado,n/a,True
Department of Nutrition; Gillings School of Global Public Health; University of North Carolina at Chapel Hill; Chapel Hill North Carolina,Department of Nutrition,False
Instituto de Investigacion Nutricional; Lima Peru,n/a,True
Michigan Public Health Institute; Okemos Michigan,n/a,True
National Institute of Nutrition; Andhra Pradesh India,n/a,True
Department of Microbiology; Oregon State University; Corvallis Oregon,n/a,True
Institute of Marine Sciences; University of North Carolina at Chapel Hill; Morehead City North Carolina,Institute of Marine Sciences,False
"Department of Biology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599-3280; email: , ,",Department of Biology,False
"Department of Biology, University of North Carolina, Chapel Hill, North Carolina 27599-3280; email:",Department of Biology,False
"Department of Chemistry and Curriculum in Applied Sciences and Engineering, University of North Carolina, Chapel Hill, North Carolina 27599-3290; email:",Curriculum in Applied Sciences and Engineering|Department of Chemistry,False
"Genome Integrity and Structural Biology Laboratory, National Institute of Environmental Health Sciences, NIH, Research Triangle Park, North Carolina 27709; email:",n/a,True
"Department of Microbiology and Immunology, Lineberger Comprehensive Cancer Center, University of North Carolina, Chapel Hill, North Carolina 27599; email: , , ",UNC Lineberger Comprehensive Cancer Center|Department of Microbiology and Immunology,False
"Department of Pharmacology and Experimental Therapeutics, Stritch School of Medicine, Loyola University Chicago, Maywood, Illinois 60153; email:",n/a,True
"Department of Pharmacology, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599-7365; email:",Department of Pharmacology,False
"Departments of Medicine, Microbiology and Immunology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599",Department of Medicine,False
"McAllister Heart Institute, University of North Carolina, Chapel Hill, North Carolina 27599; email: , ",UNC McAllister Heart Institute,False
"Brody School of Medicine, East Caroline University, Greenville, North Carolina 27834",n/a,True
"Division of Hematology/Oncology, Department of Medicine, University of North Carolina, Chapel Hill, North Carolina 27599; email: ",Division of Hematology/Oncology,False
Department of Biology and,n/a,True
"Department of Psychology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599; email: ",Department of Psychology and Neuroscience,False
"Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, North Carolina 27599; email: ",Department of Epidemiology,False
"Department of Preventive Medicine, Mount Sinai School of Medicine, New York, NY 10029; email: ",n/a,True
"Carolina Population Center, University of North Carolina, Chapel Hill, North Carolina; email: ",Carolina Population Center,False
"Department of Sociology, Duke University, Durham, North Carolina 27708; email: ",n/a,True
"Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, USA",Department of Chemistry,False
"Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, North Carolina 27695, USA",n/a,True
"Department of Exercise and Sport Science, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA.",Department of Exercise and Sport Science,False
" a  US EPA, Research Triangle Park, NC",n/a,True
" b  VA Northern, California",n/a,True
" c  University of California, Davis, School of Medicine",n/a,True
" d  Department of Physiology, Ross University, Portsmouth, Dominica, West Indies",n/a,True
" e  Department of Pediatrics, Population Health Sciences, and Biomedical Engineering, University of Wisconsin, School of Medicine and Public Health, Madison",n/a,True
Brigham and Women's Hospital; Boston Massachusetts,n/a,True
Cincinnati Children's Hospital Medical Center and Cincinnati VA Medical Center; Cincinnati Ohio,n/a,True
Emory University School of Medicine; Atlanta Georgia,n/a,True
Hospital for Special Surgery and Weill Cornell Medical College; New York New York,n/a,True
Johns Hopkins School of Medicine; Baltimore Maryland,n/a,True
Mayo Clinic; Rochester Minnesota,n/a,True
Medical University of South Carolina; Charleston,n/a,True
"Northwestern University, Feinberg School of Medicine; Chicago Illinois",n/a,True
Oklahoma Medical Research Foundation and University of Oklahoma Health Sciences Center; Oklahoma City,n/a,True
Oklahoma Medical Research Foundation; Oklahoma City,n/a,True
State University of New York Downstate Medical Center; Brooklyn,n/a,True
The Ohio State University Wexner Medical Center; Columbus,n/a,True
University of Alabama at; Birmingham,n/a,True
University of California; Los Angeles,n/a,True
University of California; San Francisco,n/a,True
University of Florida; Gainesville,n/a,True
University of North Carolina at; Chapel Hill,University of North Carolina at Chapel Hill,False
University of Texas Health Science Center at; Houston,n/a,True
Virginia Commonwealth University Medical Center; Richmond,n/a,True
Wake Forest School of Medicine; Winston-Salem North Carolina,n/a,True
Children's Mercy Hospitals and Clinics; Kansas City Missouri,n/a,True
Duke University Medical Center; Durham North Carolina,n/a,True
University of North Carolina; Chapel Hill,University of North Carolina at Chapel Hill,False
Duke University School of Medicine; Durham North Carolina,n/a,True
New York University School of Medicine and New York University Langone Medical Center; New York New York,n/a,True
Pfizer Worldwide Research and Development; St. Louis Missouri,n/a,True
"Boston University School of Public Health, Boston, and National Heart, Lung, and Blood Institute Framingham Heart Study; Framingham; Massachusetts",n/a,True
"Hebrew SeniorLife, Harvard Medical School, and Harvard School of Public Health; Boston; Massachusetts",n/a,True
Hebrew SeniorLife; Boston; Massachusetts,n/a,True
"La Trobe University, Melbourne; Victoria; Australia",n/a,True
Arthritis Research Centre of Canada; Richmond; British Columbia; Canada,n/a,True
CDC; Atlanta; Georgia,n/a,True
"University of British Columbia, Vancouver, and Arthritis Research Centre of Canada; Richmond; British Columbia; Canada",n/a,True
University of Toronto; Toronto; Ontario; Canada,n/a,True
Allegheny General Hospital; Pittsburgh Pennsylvania,n/a,True
Cedars-Sinai Medical Center/University of California; Los Angeles,n/a,True
"Dalhousie University and Queen Elizabeth II Health Sciences Centre; Halifax, Nova Scotia Canada",n/a,True
Feinstein Institute; New York New York,n/a,True
Hanyang University Hospital for Rheumatic Diseases; Seoul South Korea,n/a,True
Johns Hopkins University; Baltimore Maryland,n/a,True
Kantonsspital; Schaffhausen Switzerland,n/a,True
Landspitali University Hospital; Reykjavik Iceland,n/a,True
"McGill University; Montreal, Quebec Canada",n/a,True
Northwestern University; Chicago Illinois,n/a,True
Oklahoma-Medical Research Foundation; Oklahoma City,n/a,True
St. Thomas' Hospital and King's College London School of Medicine; London UK,n/a,True
The Karolinksa Institute; Stockholm Sweden,n/a,True
"Toronto Western Hospital, Toronto, Ontario, Université Laval, Quebéc City, Quebéc, and Centre de Recherché du CHU de Quebéc; Montréal, Quebéc Canada",n/a,True
"Toronto Western Hospital; Toronto, Ontario Canada",n/a,True
University College; London UK,n/a,True
University Hospital Lund; Lund Sweden,n/a,True
University of Birmingham; Alabama,n/a,True
"University of Manchester, Manchester Academic Health Science Centre, The Kellgren Centre for Rheumatology, NIHR Manchester Musculoskeletal Biomedical Research Unit, and Central Manchester University Hospitals NHS Foundation Trust; Manchester UK",n/a,True
University of San Diego; California,n/a,True
Emory University; Atlanta Georgia,n/a,True
University of Pittsburgh; Pittsburgh Pennsylvania,n/a,True
Washington University at St. Louis; St. Louis Missouri,n/a,True
University of California Davis School of Medicine; Sacramento,n/a,True
Brigham and Women's Hospital and Harvard School of Public Health; Boston Massachusetts,n/a,True
University of Michigan; Ann Arbor,n/a,True
Baltimore Veterans Affairs Maryland Health Care System; Baltimore,n/a,True
Johns Hopkins University School of Medicine; Baltimore Maryland,n/a,True
Massachusetts General Hospital; Boston,n/a,True
"Perelman School of Medicine, University of Pennsylvania; Philadelphia",n/a,True
Texas Children's Hospital and Baylor College of Medicine; Houston,n/a,True
UT Southwestern Medical Center and Dallas Veterans Affairs Medical Center; Dallas Texas,n/a,True
Washington University School of Medicine; St. Louis Missouri,n/a,True
"Department of Psychiatry and Behavioral Sciences, University of Texas at Houston School of Medicine, 1300 Moursund Street, Houston, TX 77030, U.S.A.",n/a,True
"Department of Psychiatry, University of North Carolina School of Medicine, Chapel Hill, NC 27599-7160, U.S.A.",Department of Psychiatry,False
"Department of Psychiatry, University of Texas Health Science Center at San Antonio, San Antonio, TX 78229, U.S.A.",n/a,True
"Laboratory of Neuro Imaging, Department of Neurology, University of California, Los Angeles, CA 90095, U.S.A.",n/a,True
"Scientific Institute IRCCS, E. Medea, and Section of Psychiatry, Department of Pathology and Experimental and Clinical Medicine, University of Udine, Udine, Italy",n/a,True
"Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles, CA 90095, U.S.A.",n/a,True
"Department of Cell and Developmental Biology, University of North Carolina, 7109E Neuroscience Research Building, 103 Mason Farm Road, CB7250, UNC School of Medicine, Chapel Hill, NC 27599, U.S.A.",Department of Cell Biology and Physiology,False
